ID_global,ID_colleccion,Name_Collecion,Link
14000,000,Ejercicio,https://www.tiktok.com/@maauguerra_/video/7251805733379919109
14001,001,Ejercicio,https://www.tiktok.com/@_maxgonzalez1/video/7249191608665640197
14002,002,Ejercicio,https://www.tiktok.com/@roadtofitr2f/video/7221303451706248454
14003,003,Ejercicio,https://www.tiktok.com/@matthew_reaney/video/7236672604231191835
14004,004,Ejercicio,https://www.tiktok.com/@danionlybars/video/7237215266512375066
14005,005,Ejercicio,https://www.tiktok.com/@danielgarcia.7/video/7187950397661728005
14006,006,Ejercicio,https://www.tiktok.com/@majin.gains/video/7093513215207836934
14007,007,Ejercicio,https://www.tiktok.com/@leanbeefpatty/video/7224602051605466411
14008,008,Ejercicio,https://www.tiktok.com/@nahuelridercoaching/video/7215741666999815429
14009,009,Ejercicio,https://www.tiktok.com/@emperatorsgym/video/7198651495137447174
14010,010,Ejercicio,https://www.tiktok.com/@jeremyethieresp/video/7208584872934313222
14011,011,Ejercicio,https://www.tiktok.com/@alvarobernalalejandre/video/7185553613614320902
14012,012,Ejercicio,https://www.tiktok.com/@adrianherrerocoach/video/7185559912183876870
14013,013,Ejercicio,https://www.tiktok.com/@pinedetjr/video/7181922733561875718
14014,014,Ejercicio,https://www.tiktok.com/@lokoferdo/video/7159246566405033222
14015,015,Ejercicio,https://www.tiktok.com/@fernandogofit/video/7131527392773885189
14016,016,Ejercicio,https://www.tiktok.com/@memovillanueva8/video/7124060740901735686
14017,017,Ejercicio,https://www.tiktok.com/@brunoapahit/video/7124067456095718661
14018,018,Ejercicio,https://www.tiktok.com/@adrianherrerocoach/video/7116894246921145605
14019,019,Ejercicio,https://www.tiktok.com/@asr.athlete/video/7106140809258388741
14020,020,Ejercicio,https://www.tiktok.com/@bastianalmaraz/video/7095925215896571141
14021,021,Ejercicio,https://www.tiktok.com/@jeanvillalobbos/video/7073154393880775941
14022,022,Ejercicio,https://www.tiktok.com/@morriz_san/video/7104271788430904582
14023,023,Ejercicio,https://www.tiktok.com/@mas.barras/video/7088837011376704774
14024,024,Ejercicio,https://www.tiktok.com/@agthenics/video/7077932139055992070
14025,025,Ejercicio,https://www.tiktok.com/@sabrinaacosta._/video/7051304539156139270
14026,026,Ejercicio,https://www.tiktok.com/@luigimadro/video/7046923439243939078
14027,027,Ejercicio,https://www.tiktok.com/@roadtofitr2f/video/7041707911180979462
14028,028,Ejercicio,https://www.tiktok.com/@mas.barras/video/7032805120093981957
14029,029,Ejercicio,https://www.tiktok.com/@fitnessbyluismunoz/video/6987395739852770566
14030,030,Ejercicio,https://www.tiktok.com/@bastianalmaraz/video/6999798485767720198
14031,031,Ejercicio,https://www.tiktok.com/@bastianalmaraz/video/6995342751910939909
14032,032,Ejercicio,https://www.tiktok.com/@vallefushiguro/video/6994841444502605061
14033,033,Ejercicio,https://www.tiktok.com/@adrianherrerocoach1/video/6983294073759190278
14034,034,Ejercicio,https://www.tiktok.com/@_gabrielvara/video/6855386779155959045
14035,035,Ejercicio,https://www.tiktok.com/@eresfitness/video/6842813867672734982
14036,036,Ejercicio,https://www.tiktok.com/@mateosc7/video/6863084411152338178
14037,037,Ejercicio,https://www.tiktok.com/@drdylanhoz/video/6845411785479081221
14038,038,Ejercicio,https://www.tiktok.com/@pipearenas.sw/video/6839868637793225990
14039,039,Ejercicio,https://www.tiktok.com/@pipearenas.sw/video/6865445118552378626
14040,040,Ejercicio,https://www.tiktok.com/@adrianherrerocoach1/video/6949203342870547717
14041,041,Ejercicio,https://www.tiktok.com/@adamfit4life/video/6887342358971698434
